accuracy_1,0.3576779067516327,0.5692883729934692,0.6910112500190735,0.7322097420692444,0.7883895039558411,0.779026210308075,0.8052434325218201,0.8258426785469055,0.8483145833015442,0.8876404762268066,0.8651685118675232,0.8558052182197571,0.8426966071128845,0.9232209920883179,0.9250936508178711,0.932584285736084,0.9513108730316162,0.9344569444656372,0.8951311111450195,0.9269663095474243,0.9456928968429565,0.9400749206542969,0.9569288492202759,0.9681648015975952,0.9756554365158081,0.9812734127044678,0.9644194841384888,0.9625468254089355,0.966292142868042,0.915730357170105,0.9513108730316162,0.9606741666793823,0.9868913888931274,0.9906367063522339,0.9906367063522339,0.9943820238113403,0.9925093650817871,0.9925093650817871,0.9906367063522339,0.9906367063522339,0.9812734127044678,0.9850187301635742,0.9962546825408936,0.9887640476226807,0.9569288492202759,0.9625468254089355,0.9644194841384888,0.966292142868042,0.9775280952453613,0.9906367063522339,0.9962546825408936,0.9981273412704468,0.9981273412704468,0.9981273412704468,0.9962546825408936,0.9925093650817871,0.9756554365158081,0.949438214302063,0.9250936508178711,0.9775280952453613,0.9681648015975952,0.9775280952453613,0.9943820238113403,0.9962546825408936,0.9925093650817871,1.0,1.0,0.9981273412704468,1.0,1.0,
accuracy_2,0.39700374007225037,0.5318351984024048,0.6666666865348816,0.7303370833396912,0.7490636706352234,0.7602996230125427,0.8277153372764587,0.8501872420310974,0.8483145833015442,0.8651685118675232,0.8876404762268066,0.9082397222518921,0.9082397222518921,0.9026217460632324,0.9063670635223389,0.9307116270065308,0.9307116270065308,0.9269663095474243,0.9456928968429565,0.9644194841384888,0.949438214302063,0.9513108730316162,0.932584285736084,0.9363296031951904,0.932584285736084,0.9288389682769775,0.9681648015975952,0.9775280952453613,0.9887640476226807,0.9887640476226807,0.9868913888931274,0.9925093650817871,0.983146071434021,0.9719101190567017,0.9082397222518921,0.9269663095474243,0.9438202381134033,0.9569288492202759,0.9756554365158081,0.9887640476226807,0.9981273412704468,0.9925093650817871,0.9925093650817871,0.9962546825408936,0.9962546825408936,0.9906367063522339,0.9925093650817871,0.983146071434021,0.9925093650817871,0.9925093650817871,0.9943820238113403,0.9962546825408936,1.0,0.9962546825408936,0.9962546825408936,0.9981273412704468,1.0,1.0,0.9943820238113403,0.9906367063522339,0.9943820238113403,0.9962546825408936,0.9906367063522339,0.983146071434021,0.9887640476226807,1.0,0.9962546825408936,1.0,0.9962546825408936,0.9943820238113403,
accuracy_3,0.37827715277671814,0.5936329364776611,0.7022472023963928,0.7340824007987976,0.7659175992012024,0.8146067261695862,0.8146067261695862,0.8614231944084167,0.8707864880561829,0.8726591467857361,0.8576778769493103,0.8782771825790405,0.882022500038147,0.9063670635223389,0.9082397222518921,0.9400749206542969,0.9438202381134033,0.9419475793838501,0.9419475793838501,0.9475655555725098,0.9456928968429565,0.9400749206542969,0.9363296031951904,0.9400749206542969,0.9344569444656372,0.9756554365158081,0.9700374603271484,0.9794007539749146,0.966292142868042,0.9850187301635742,0.9644194841384888,0.9906367063522339,0.9943820238113403,0.9925093650817871,0.9925093650817871,0.9981273412704468,0.9943820238113403,0.9981273412704468,0.9981273412704468,0.9981273412704468,1.0,0.9943820238113403,0.9943820238113403,0.9794007539749146,0.9737827777862549,0.9606741666793823,0.9850187301635742,0.9794007539749146,0.9906367063522339,0.9981273412704468,0.9962546825408936,0.9962546825408936,0.9962546825408936,1.0,0.9981273412704468,0.983146071434021,0.9719101190567017,0.9794007539749146,0.9775280952453613,0.9962546825408936,0.9925093650817871,0.9962546825408936,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
accuracy_4,0.36074766516685486,0.5532710552215576,0.644859790802002,0.7009345889091492,0.7233644723892212,0.7775700688362122,0.8149532675743103,0.8355140089988708,0.8429906368255615,0.8018691539764404,0.8242990374565125,0.8841121792793274,0.9028037190437317,0.8934579491615295,0.9121495485305786,0.9084112048149109,0.9233644604682922,0.92710280418396,0.9532710313796997,0.945794403553009,0.9439252614974976,0.9626168012619019,0.9607476592063904,0.9738317728042603,0.9700934290885925,0.949532687664032,0.9514018893241882,0.9719626307487488,0.9794392585754395,0.9887850284576416,0.9887850284576416,0.9943925142288208,0.9981308579444885,0.9906542301177979,0.9700934290885925,0.9663551449775696,0.9700934290885925,0.9794392585754395,0.9644860029220581,0.9757009148597717,0.9943925142288208,0.9925233721733093,0.9962616562843323,0.9906542301177979,0.9962616562843323,0.9887850284576416,0.9887850284576416,0.9906542301177979,0.9962616562843323,0.9925233721733093,0.9906542301177979,0.9906542301177979,0.9906542301177979,0.9906542301177979,0.9906542301177979,0.9887850284576416,0.9869158864021301,0.9887850284576416,0.9887850284576416,0.9869158864021301,0.9831775426864624,0.9869158864021301,0.9943925142288208,0.9981308579444885,0.9981308579444885,0.9981308579444885,0.9700934290885925,0.9813084006309509,0.9962616562843323,0.9962616562843323,
accuracy_5,0.3700934648513794,0.5495327115058899,0.6336448788642883,0.7214953303337097,0.7551401853561401,0.8056074976921082,0.8112149238586426,0.8467289805412292,0.8616822361946106,0.8598130941390991,0.8878504633903503,0.8934579491615295,0.9158878326416016,0.92710280418396,0.9420560598373413,0.9140186905860901,0.9476635456085205,0.9607476592063904,0.9551401734352112,0.9439252614974976,0.9308411478996277,0.949532687664032,0.9644860029220581,0.9514018893241882,0.9719626307487488,0.9327102899551392,0.949532687664032,0.9700934290885925,0.9869158864021301,0.9906542301177979,0.9943925142288208,0.9943925142288208,0.9925233721733093,0.9869158864021301,0.9644860029220581,0.9289719462394714,0.9551401734352112,0.9869158864021301,0.9887850284576416,0.9906542301177979,0.9925233721733093,0.9850467443466187,0.9962616562843323,0.9962616562843323,0.9831775426864624,0.9925233721733093,0.9794392585754395,0.9869158864021301,0.9887850284576416,0.9962616562843323,0.9981308579444885,0.9943925142288208,1.0,0.9962616562843323,0.9981308579444885,0.968224287033081,0.9869158864021301,0.9887850284576416,0.9962616562843323,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9981308579444885,1.0,0.9981308579444885,
average,0.3727599859237671,0.5595120549201965,0.6676859617233276,0.7238118290901184,0.7563750863075256,0.7874220252037049,0.8147467374801636,0.8439392209053039,0.8544177055358887,0.8574300765991211,0.8645272731781006,0.8839784502983093,0.8903300762176514,0.9105541110038757,0.9187812089920044,0.9251601457595825,0.9393741488456726,0.9382442593574524,0.9382365584373474,0.9457342028617859,0.9431180834770203,0.9487220406532287,0.9502152800559998,0.9539605975151062,0.9569505453109741,0.9536021590232849,0.9607112646102905,0.9723063468933105,0.9775406956672669,0.9737904787063598,0.977159857749939,0.986521053314209,0.9910147428512573,0.9865252614021301,0.9651930451393127,0.9629605531692504,0.9711890459060669,0.9827841401100159,0.9835381031036377,0.9887766480445862,0.993263328075409,0.989896047115326,0.9951338768005371,0.9902670741081238,0.9812811017036438,0.9790332198143006,0.9820343732833863,0.9812818169593811,0.9891441702842713,0.9940116882324219,0.9951352953910828,0.9951366901397705,0.9970072507858276,0.996259582042694,0.995884358882904,0.9861584186553956,0.984279465675354,0.9812818050384522,0.9764100909233093,0.9902670741081238,0.9876467466354371,0.9913906693458557,0.995882248878479,0.9955063223838806,0.9958808541297912,0.9996261715888977,0.9932696223258972,0.9955133199691772,0.9985032677650452,0.9977549076080322,
std,0.014121430820185073,0.020805560373389775,0.026151163469323998,0.012225570035265086,0.021263418824088626,0.019864011824798532,0.007362517926793556,0.012255438770356293,0.010254604314291576,0.029316108541537052,0.02342574533232587,0.017347758116267365,0.02633442348251973,0.012704657825221816,0.013347497702470306,0.011941912365588234,0.010604872458584987,0.012536231597807366,0.02208717194122565,0.01189960756985283,0.006396531324282759,0.008366229049980647,0.0131401714996621,0.014878400392429776,0.019223151369262916,0.021532727345568346,0.00857798441360771,0.005964237978050603,0.009700744834293343,0.02908773536593515,0.016476036370563416,0.012998306199880216,0.005351105965163891,0.007530163779750637,0.030534426114088548,0.03061485270631123,0.020001442736249653,0.01433003453936405,0.01196566101728758,0.007285541191218953,0.0065516721482308015,0.004028900908728266,0.001500221537971959,0.006201167016629221,0.014842362949474988,0.014286909496609913,0.00981042429644121,0.008381993068001067,0.006313049802776514,0.0027518545890494947,0.002534829944985562,0.002533379317764078,0.00346684089578076,0.003127275156992939,0.0027461337967204565,0.010209760241630155,0.009883433033785239,0.017207673695565865,0.026475804262581483,0.007800384229812371,0.011145688420866016,0.008168628601185736,0.003630356719956989,0.006334197824700936,0.004494732824690058,0.0007476568222045898,0.011678531314923338,0.007151572431558962,0.0018331164551220124,0.0021830420506322432,

val_accuracy_1,0.6641790866851807,0.6343283653259277,0.7313432693481445,0.7985074520111084,0.8059701323509216,0.8208954930305481,0.8358209133148193,0.8507462739944458,0.9029850959777832,0.8805969953536987,0.8432835936546326,0.8805969953536987,0.9179104566574097,0.9253731369972229,0.9328358173370361,0.9328358173370361,0.9552238583564758,0.9029850959777832,0.9104477763175964,0.9253731369972229,0.9402984976768494,0.9477611780166626,0.9552238583564758,0.9626865386962891,0.9552238583564758,0.9402984976768494,0.9477611780166626,0.9328358173370361,0.9477611780166626,0.9179104566574097,0.9402984976768494,0.9552238583564758,0.9626865386962891,0.9626865386962891,0.9701492786407471,0.9552238583564758,0.9552238583564758,0.9701492786407471,0.9701492786407471,0.9701492786407471,0.9477611780166626,0.9552238583564758,0.9552238583564758,0.9253731369972229,0.9626865386962891,0.9552238583564758,0.9402984976768494,0.9253731369972229,0.9626865386962891,0.9626865386962891,0.9701492786407471,0.9626865386962891,0.9701492786407471,0.9626865386962891,0.9701492786407471,0.9477611780166626,0.9029850959777832,0.8731343150138855,0.9477611780166626,0.9477611780166626,0.9552238583564758,0.9701492786407471,0.9701492786407471,0.9626865386962891,0.9626865386962891,0.9626865386962891,0.9626865386962891,0.9626865386962891,0.9701492786407471,0.9626865386962891,
val_accuracy_2,0.41044774651527405,0.746268630027771,0.7761194109916687,0.7611940503120422,0.7910447716712952,0.8059701323509216,0.8134328126907349,0.8656716346740723,0.8507462739944458,0.8656716346740723,0.89552241563797,0.888059675693512,0.9104477763175964,0.9104477763175964,0.9179104566574097,0.9328358173370361,0.9029850959777832,0.9402984976768494,0.9402984976768494,0.9328358173370361,0.9402984976768494,0.9626865386962891,0.8805969953536987,0.9253731369972229,0.8731343150138855,0.9179104566574097,0.9328358173370361,0.9701492786407471,0.9850746393203735,0.9850746393203735,0.9701492786407471,0.9850746393203735,0.9552238583564758,0.9328358173370361,0.8731343150138855,0.8805969953536987,0.9328358173370361,0.9402984976768494,0.9850746393203735,0.9850746393203735,0.9776119589805603,0.9776119589805603,0.9701492786407471,0.9850746393203735,0.9701492786407471,0.9626865386962891,0.9701492786407471,0.9776119589805603,0.9776119589805603,0.9701492786407471,0.9850746393203735,0.9850746393203735,0.9850746393203735,0.9701492786407471,0.9626865386962891,0.9925373196601868,0.9776119589805603,0.9776119589805603,0.9626865386962891,0.9477611780166626,0.9552238583564758,0.9552238583564758,0.9477611780166626,0.9925373196601868,0.9776119589805603,0.9850746393203735,0.9925373196601868,0.9925373196601868,0.9776119589805603,0.9925373196601868,
